-0.0121254,-0.00375081,0.958634
-0.105112,0.0729335,0.684121
-0.0983345,-0.0119535,0.931264
-0.00694568,-0.0314287,0.977627
-0.0769451,-0.0616517,0.944913
-0.0224614,0.0134365,0.927606
0.451806,-0.368699,1.50328
0.509713,0.261917,1.23833
0.45025,0.092403,1.18326
0.349978,0.101153,1.2305
0.627892,0.0966977,1.34918
0.565344,0.0330458,1.20403
0.559677,0.0157429,1.20026
0.571551,0.0526073,1.22511
0.479211,0.0546576,1.16906
0.539443,0.0713507,1.21449
0.121981,0.0964913,1.03415
0.0425176,0.106004,0.486689
-0.135439,0.103896,0.564497
0.428328,-0.311615,1.51102
0.792131,-0.0246162,1.68775
-0.0993248,-0.0738739,0.945137
-0.0842096,0.00820925,0.926593
-0.0283886,-0.156412,1.03129
-0.274294,-0.156885,1.76743
0.345728,-0.224213,1.45377
0.172596,-0.121628,1.54395
-0.175258,-0.0508257,0.885473
-8.26585e-05,-0.0574901,0.877768
0.541427,-0.124952,1.55003
-0.292825,-0.135987,1.16708
-0.00115837,-0.322265,1.47705
-0.00679021,-0.0248934,0.97669
-0.0188226,0.00911635,0.931806
0.12741,0.10822,1.06795
0.525489,0.0527131,1.18882
0.531767,0.0542517,1.22133
0.448317,0.234176,1.15702
-0.083999,-0.125165,1.00964
0.122686,-0.276281,1.409
-0.0784222,-0.110954,0.953003
-0.139647,0.083768,0.585966
0.506393,0.0706665,1.17766
-0.298996,-0.153826,1.65426
-0.358484,-0.20016,1.94411
0.516663,-0.0914048,1.70483
0.188029,-0.113313,1.42603
-0.0899647,0.0128278,0.926089
0.0210158,-0.0337041,0.942033
-0.152514,-0.0366211,0.826975
0.30083,0.0914412,1.08011
0.0336176,0.0158335,0.493763
0.45037,0.219914,1.13147
-0.138558,0.0801277,0.59219
0.461829,0.252269,1.18249
0.4699,0.244992,1.1746
-0.0768115,-0.132812,1.02499
0.337448,-0.324668,1.4371
-0.0929917,-0.131687,1.00844
0.523987,-0.128241,1.43327
0.523934,-0.0787444,1.62463
0.512506,-0.0857139,1.60505
-0.0951577,0.0223805,0.920009
-0.0934935,0.0766647,0.685103
-0.0873747,-0.114417,0.959812
-0.0492598,-0.0761113,0.95351
0.317213,-0.138811,1.81302
0.175169,-0.11091,1.43245
0.512966,0.273923,1.21667
-0.157467,0.0350801,0.829148
0.379151,0.0615872,1.21186
-0.0724686,-0.110187,0.946219
-0.027636,0.0223059,0.92859
0.520076,0.273081,1.21503
-0.135628,0.076657,0.667388
-0.0804374,0.0256042,0.922433
